case_id,query,country,city,expected_ror_id,stratum,source,notes,adjudication_status,adjudication_confidence,adjudication_basis,adjudicated_at
case-409b1d1a1b67,STEALTH MARITIME CORP. S.A.,LR,MONROVIA,,standard,CORDIS:915163961,CORDIS organisationID=915163961; activityType=PRC,no_match,high,No corresponding organisation found in official ROR affiliation/name searches or the pinned v2.8 dump.,2026-07-17
case-b7f2ee105bf5,MINISTRY OF HEALTH LESOTHO,LS,Maseru,https://ror.org/04yadxf37,standard,CORDIS:885353145,CORDIS organisationID=885353145; shortName=Ministry of Health; activityType=PUB,match,high,Official ROR record has the same ministry name and Lesotho country.,2026-07-17
case-381235478129,UAB AVODES,LT,Kaunas,,short_name,CORDIS:891900548,CORDIS organisationID=891900548; activityType=PRC,no_match,high,No corresponding organisation found in official ROR affiliation/name searches or the pinned v2.8 dump.,2026-07-17
case-9772f7df84ad,OBIZCO,LU,Capellen,,acronym,CORDIS:888913045,CORDIS organisationID=888913045; activityType=PRC,no_match,high,No corresponding organisation found in official ROR affiliation/name searches or the pinned v2.8 dump.,2026-07-17
case-cfe8e364504e,RIGAS PLANOSANAS REGIONS,LV,Riga,,standard,CORDIS:970538448,CORDIS organisationID=970538448; activityType=PUB,no_match,high,No corresponding organisation found in official ROR affiliation/name searches or the pinned v2.8 dump.,2026-07-17
case-705d847967ba,SEBHA UNIVERSITY,LY,SEBHA,https://ror.org/04m1ha467,short_name,CORDIS:917175741,CORDIS organisationID=917175741; shortName=SEBHA UNIVERSITY; activityType=HES,match,high,Official ROR affiliation endpoint selected the same-country record; pinned v2.8 record corroborates it.,2026-07-17
case-55747c40c3bd,GREEN ENERGY PARK,MA,BENGUERIR,,standard,CORDIS:906552980,CORDIS organisationID=906552980; shortName=GEP; activityType=REC,no_match,high,No Green Energy Park Morocco record found in official searches or the pinned dump.,2026-07-17
case-58c7f0df1669,Centre Scientifique de Monaco,MC,Monaco,https://ror.org/04kptf457,standard,CORDIS:962018453,CORDIS organisationID=962018453; shortName=CSM; activityType=REC,match,high,Official ROR affiliation endpoint selected the same-country record; pinned v2.8 record corroborates it.,2026-07-17
case-d90e36d1a6e5,ACADEMIA DE STUDII ECONOMICE DIN MOLDOVA,MD,CHISINAU,https://ror.org/04d26v797,standard,CORDIS:951511510,CORDIS organisationID=951511510; shortName=ASEM; activityType=HES,match,high,Romanian official name is the Academy of Economic Studies of Moldova; country agrees.,2026-07-17
case-13f2417f8b2c,REGIONAL SCHOOL OF PUBLIC ADMINISTRATION,ME,Danilovgrad,,standard,CORDIS:893910485,CORDIS organisationID=893910485; shortName=REGIONALNA SKOLA ZA DRZAVNU UPRAVU DANILOVGRAD; activityType=PUB,no_match,medium,No ReSPA Montenegro record found; rejected the Brazilian school returned by the affiliation endpoint.,2026-07-17
case-85c3028afb78,Institut Pasteur de Madagascar,MG,Antananarivo,https://ror.org/03fkjvy27,standard,CORDIS:986872084,CORDIS organisationID=986872084; shortName=IPM; activityType=REC,match,high,Official ROR affiliation endpoint selected the same-country record; pinned v2.8 record corroborates it.,2026-07-17
case-d0946479e9d6,Minerva Marine INC,MH,Majuro,,standard,CORDIS:877889480,CORDIS organisationID=877889480; shortName=Minerva Marine INC; activityType=PRC,no_match,high,No corresponding organisation found in official ROR affiliation/name searches or the pinned v2.8 dump.,2026-07-17
case-16ad9d52d05d,REGIONAL RURAL DEVELOPMENT STANDINGWORKING GROUP IN SEE,MK,Skopje,,standard,CORDIS:913380131,CORDIS organisationID=913380131; shortName=SWG RRD SECRETARIAT OF THE REGIONAL RURAL DEVELOPMENT STANDING WORKING GROUP; activityType=PUB,no_match,high,No corresponding organisation found in official ROR affiliation/name searches or the pinned v2.8 dump.,2026-07-17
case-c010279a1900,UNIVERSITE DES SCIENCES DES TECHNIQUES ET DES TECHNOLOGIES DE BAMAKO,ML,Bamako,https://ror.org/023rbaw78,standard,CORDIS:954303946,CORDIS organisationID=954303946; shortName=USTTB; activityType=HES,match,high,Official ROR name search and the pinned v2.8 dump identify the same-country record.,2026-07-17
case-e8f5692e3aba,MONGOLIAN NATIONAL UNIVERSITY OF MEDICAL SCIENCES,MN,Ulaanbaatar,https://ror.org/00gcpds33,standard,CORDIS:928397380,CORDIS organisationID=928397380; shortName=MNUMS; activityType=HES,match,high,Official ROR affiliation endpoint selected the same-country record; pinned v2.8 record corroborates it.,2026-07-17
case-084ba5febb00,UNIVERSIDADE DE MACAU,MO,Taipa,https://ror.org/01r4q9n85,standard,CORDIS:920828761,CORDIS organisationID=920828761; shortName=UNIVERSITY OF MACAU; activityType=HES,match,high,Official ROR name search and the pinned v2.8 dump identify the same-country record.,2026-07-17
case-b175323c2158,Department of Land and Natural Resources,MP,Saipan,https://ror.org/00dq20h52,standard,CORDIS:875307243,CORDIS organisationID=875307243; activityType=OTH,match,high,Selected the CNMI Department of Lands and Natural Resources; country and Saipan context reject the Hawaii homonym.,2026-07-17
case-3781808448e5,UNIVERSITE DE NOUAKCHOTT,MR,NOUAKCHOTT OUEST,https://ror.org/00pt67k84,standard,CORDIS:922659442,CORDIS organisationID=922659442; activityType=HES,match,high,Official ROR name search and the pinned v2.8 dump identify the same-country record.,2026-07-17
case-cef9abe4eff1,Blue EcoTech LTD,MT,San Paul's Bay,,standard,CORDIS:888430761,CORDIS organisationID=888430761; shortName=Blue EcoTech; activityType=PRC,no_match,high,No corresponding organisation found in official ROR affiliation/name searches or the pinned v2.8 dump.,2026-07-17
case-052d8775c202,INNOVATION FOR POLICY FOUNDATION,MU,Ebene,,standard,CORDIS:896298237,CORDIS organisationID=896298237; activityType=OTH,no_match,high,No corresponding organisation found in official ROR affiliation/name searches or the pinned v2.8 dump.,2026-07-17
case-287e86c9d7c0,DHIVEHI RAAJEYGE QAUMEE UNIVERSITY,MV,MALE,https://ror.org/00dbrh564,standard,CORDIS:921155651,CORDIS organisationID=921155651; shortName=THE MALDIVES NATIONAL UNIVERSITY; activityType=HES,match,high,Dhivehi query and CORDIS English short name both identify Maldives National University.,2026-07-17
case-f4effa6a46d3,COUNCIL OF MALAWI UNIVERSITY OF SCIENCE AND TECHNOLOGY,MW,Blantyre,https://ror.org/027vmhf17,standard,CORDIS:919115256,CORDIS organisationID=919115256; shortName=MALAWI UNIVERSITY OF SCIENCE AND TECHNOLOGY; activityType=HES,match,high,Official ROR affiliation endpoint selected the same-country record; pinned v2.8 record corroborates it.,2026-07-17
case-8d22503c2c7a,TECNOLOGICO NACIONAL DE MEXICO,MX,Cuauhtemoc,https://ror.org/00davry38,standard,CORDIS:918939589,CORDIS organisationID=918939589; activityType=HES,match,high,Official ROR affiliation endpoint selected the same-country record; pinned v2.8 record corroborates it.,2026-07-17
case-488c6f522d7f,UNIVERSITI PUTRA MALAYSIA,MY,Selangor Darul Ehsan,https://ror.org/02e91jd64,standard,CORDIS:999650282,CORDIS organisationID=999650282; shortName=UPM; activityType=HES,match,high,Official ROR affiliation endpoint selected the same-country record; pinned v2.8 record corroborates it.,2026-07-17
case-c03637f019ec,FUNDACAO MANHICA,MZ,VILA DA MANHICA MAPUTO,,short_name,CORDIS:954910390,CORDIS organisationID=954910390; shortName=FM; activityType=REC,no_match,medium,No record for the legal entity Fundacao Manhica; did not conflate it with the operating Manhica Health Research Centre (CISM).,2026-07-17
case-2b136f6b95b0,ONGWE MINERALS (PTY) LTD,NA,Windhoek,,standard,CORDIS:879778264,CORDIS organisationID=879778264; activityType=PRC,no_match,high,No corresponding organisation found in official ROR affiliation/name searches or the pinned v2.8 dump.,2026-07-17
case-2d7bf77ca3d7,CENTRE DU NICKEL RECHERCHE TECHNOLOGIE ENVIRONNEMENT COMPETITIVITE,NC,NOUMEA,,standard,CORDIS:951943354,CORDIS organisationID=951943354; shortName=CNRTEC; activityType=REC,no_match,high,No corresponding organisation found in official ROR affiliation/name searches or the pinned v2.8 dump.,2026-07-17
case-ebef92006d1f,AFRICAN CENTRE OF METEOROLOGICAL APPLICATION DEVELOPMENT,NE,Niamey,https://ror.org/03777v328,standard,CORDIS:998883012,CORDIS organisationID=998883012; shortName=ACMAD CAAM; activityType=REC,match,high,ACMAD acronym and expanded official name identify the same Niger-based regional centre.,2026-07-17
case-f8702e5922a4,CENTRE FOR INTEGRATED HEALTH PROGRAMS LTD/GTE,NG,Abuja,https://ror.org/03wtrat67,standard,CORDIS:880817522,CORDIS organisationID=880817522; shortName=Centre for Integrated Health Programs; activityType=REC,match,high,Official ROR affiliation endpoint selected the same-country record; pinned v2.8 record corroborates it.,2026-07-17
case-16fbb3657565,FUNDACION NICAFRANCE,NI,MANAGUA,,short_name,CORDIS:922563412,CORDIS organisationID=922563412; activityType=REC,no_match,high,No corresponding organisation found in official ROR affiliation/name searches or the pinned v2.8 dump.,2026-07-17
case-88ec945e7e1c,SMARTFARMING B.V.,NL,WAGENINGEN,,short_name,CORDIS:887868646,CORDIS organisationID=887868646; activityType=PRC,no_match,high,No corresponding organisation found in official ROR affiliation/name searches or the pinned v2.8 dump.,2026-07-17
case-e1b93cd9b0e4,F3NICE AS,NO,Bergen,,short_name,CORDIS:888134814,CORDIS organisationID=888134814; activityType=PRC,no_match,high,No corresponding organisation found in official ROR affiliation/name searches or the pinned v2.8 dump.,2026-07-17
case-0187451a19cc,NEPAL DEVELOPMENT SOCIETY,NP,BHARATPUR,,standard,CORDIS:907221892,CORDIS organisationID=907221892; activityType=OTH,no_match,high,No corresponding organisation found in official ROR affiliation/name searches or the pinned v2.8 dump.,2026-07-17
case-e8abfb87bed3,"Department of Environment, Government of Niue",NU,Alofi,,standard,CORDIS:872541773,CORDIS organisationID=872541773; shortName=Department of Environment; activityType=PUB,no_match,high,No ROR record found for the Government of Niue Department of Environment.,2026-07-17
case-bd79582d0181,UNIVERSITY OF CANTERBURY,NZ,CHRISTCHURCH,https://ror.org/03y7q9t39,standard,CORDIS:999873673,CORDIS organisationID=999873673; activityType=HES,match,high,Official ROR affiliation endpoint selected the same-country record; pinned v2.8 record corroborates it.,2026-07-17
case-46994e9b7a5f,Environment Society of Oman,OM,Muscat,,standard,CORDIS:869541466,CORDIS organisationID=869541466; shortName=Environment Society of Oman; activityType=REC,no_match,high,No corresponding organisation found in official ROR affiliation/name searches or the pinned v2.8 dump.,2026-07-17
case-f066270a39d7,LATSCO MARINE MANAGEMENT INC,PA,PANAMA,,standard,CORDIS:896736677,CORDIS organisationID=896736677; activityType=PRC,no_match,high,No corresponding organisation found in official ROR affiliation/name searches or the pinned v2.8 dump.,2026-07-17
case-57a2f8454bac,UNIVERSIDAD CIENTIFICA DEL SUR SAC,PE,LIMA,https://ror.org/04xr5we72,standard,CORDIS:888064683,CORDIS organisationID=888064683; shortName=UNIVERSIDAD CIENTIFICA DEL SUR SAC; activityType=HES,match,high,Official ROR affiliation endpoint selected the same-country record; pinned v2.8 record corroborates it.,2026-07-17
case-fb7b8fae1f22,UNIVERSITE DE LA POLYNESIE FRANCAISE,PF,TAHITI,https://ror.org/03ay59x86,standard,CORDIS:940867118,CORDIS organisationID=940867118; shortName=UPF; activityType=HES,match,high,Official ROR name search and the pinned v2.8 dump identify the same-country record.,2026-07-17
case-78ae30d93945,University of Papua New Guinea,PG,Port Moresby,https://ror.org/05jxf0p38,standard,CORDIS:991044054,CORDIS organisationID=991044054; activityType=HES,match,high,Official ROR affiliation endpoint selected the same-country record; pinned v2.8 record corroborates it.,2026-07-17
case-82f6704eadcc,Mindanao State University -Iligan Institute of Tecnhology,PH,Iiligan City,https://ror.org/00qemyc07,standard,CORDIS:946002977,CORDIS organisationID=946002977; shortName=MSU-IIT; activityType=PRC,match,high,Official ROR record matches Mindanao State University-Iligan Institute of Technology despite punctuation and source typo.,2026-07-17
case-f6ae1a659fa2,"Citrus Research Institute, Sargodha",PK,Sargodha,,standard,CORDIS:868787194,CORDIS organisationID=868787194; activityType=REC,no_match,high,No Pakistan record found; rejected the same-named Chinese Citrus Research Institute.,2026-07-17
case-525a54c7a95a,POLITECHNIKA GDANSKA,PL,GDANSK,https://ror.org/006x4sc24,short_name,CORDIS:999588784,CORDIS organisationID=999588784; shortName=GDANSK UNIVERSITY OF TECHNOLOGY; activityType=HES,match,high,Official ROR affiliation endpoint selected the same-country record; pinned v2.8 record corroborates it.,2026-07-17
case-1e8be130dc30,Ancon Global LLC,PR,Aguadilla,,standard,CORDIS:868623555,CORDIS organisationID=868623555; shortName=Endovia Labs LLC; activityType=PRC,no_match,high,No corresponding organisation found in official ROR affiliation/name searches or the pinned v2.8 dump.,2026-07-17
case-3c2c4cdd83fb,BIRZEIT UNIVERSITY,PS,BIRZEIT,https://ror.org/0256kw398,short_name,CORDIS:999858347,CORDIS organisationID=999858347; shortName=BIRZEIT UNIVERSITY; activityType=HES,match,high,Official ROR affiliation endpoint selected the same-country record; pinned v2.8 record corroborates it.,2026-07-17
case-c63584b6c2c4,FRENESIM DAS ONDAS LDA,PT,Amadora,,standard,CORDIS:887741964,CORDIS organisationID=887741964; activityType=PRC,no_match,high,No corresponding organisation found in official ROR affiliation/name searches or the pinned v2.8 dump.,2026-07-17
case-db79c0490ddd,UNIVERSIDAD NACIONAL DE ASUNCION,PY,ASUNCION,https://ror.org/03f27y887,standard,CORDIS:948924908,CORDIS organisationID=948924908; activityType=HES,match,high,Official ROR name search and the pinned v2.8 dump identify the same-country record.,2026-07-17
case-7971900cf5c9,Hamad Bin Khalifa University,QA,Qatar,https://ror.org/03eyq4y97,standard,CORDIS:878858219,CORDIS organisationID=878858219; shortName=Hamad Bin Khalifa University; activityType=HES,match,high,Official ROR affiliation endpoint selected the same-country record; pinned v2.8 record corroborates it.,2026-07-17
case-e047289ff76d,ASOCIATA PRODUCATORILOR DE CARNE DE PORC DIN ROMANIA,RO,BUCURESTI,,standard,CORDIS:889428794,CORDIS organisationID=889428794; shortName=APCPR; activityType=OTH,no_match,high,No corresponding organisation found in official ROR affiliation/name searches or the pinned v2.8 dump.,2026-07-17
case-f5372a2be911,INSTITUT ZA ONKOLOGIJU VOJVODINE-ONCOLOGY INSTITUTE OF VOJVODINA IOV,RS,Sremska Kamenica,https://ror.org/0194xa029,standard,CORDIS:953383028,CORDIS organisationID=953383028; shortName=IOV; activityType=REC,match,high,Official ROR affiliation endpoint selected the same-country record; pinned v2.8 record corroborates it.,2026-07-17
case-97057e4503a5,AFRICAN PHARMACEUTICAL TECHNOLOGY FOUNDATION,RW,KIGALI,,standard,CORDIS:873091763,CORDIS organisationID=873091763; shortName=AFRICAN PHARMACEUTICAL TECHNOLOGY FOUNDATION; activityType=OTH,no_match,high,No corresponding organisation found in official ROR affiliation/name searches or the pinned v2.8 dump.,2026-07-17
case-962fc2f68cc2,King Faisal University,SA,,https://ror.org/00dn43547,standard,CORDIS:951793489,CORDIS organisationID=951793489; activityType=PRC,match,high,Official ROR affiliation endpoint selected the same-country record; pinned v2.8 record corroborates it.,2026-07-17
case-6c9af340d9f7,SOLOMON ISLANDS NATIONAL UNIVERSITY,SB,Honiara,https://ror.org/050dyr068,standard,CORDIS:900285519,CORDIS organisationID=900285519; activityType=HES,match,high,Official ROR affiliation endpoint selected the same-country record; pinned v2.8 record corroborates it.,2026-07-17
case-7ed3c0278c18,SEYCHELLES ISLANDS FOUNDATION,SC,VICTORIA,,standard,CORDIS:870149753,CORDIS organisationID=870149753; activityType=REC,no_match,high,No corresponding organisation found in official ROR affiliation/name searches or the pinned v2.8 dump.,2026-07-17
case-d4ea79479df2,ALMANAR VOLUNTARY ORGANIZATION,SD,Khartoum,,standard,CORDIS:909827215,CORDIS organisationID=909827215; shortName=ASSOCIATION OF ALMANAR NON-GOVERNMENTALORGANIZATION AMVO; activityType=OTH,no_match,high,No corresponding organisation found in official ROR affiliation/name searches or the pinned v2.8 dump.,2026-07-17
