projectID,projectAcronym,organisationID,name,shortName,SME,activityType,city,country,nutsCode,geolocation,organizationURL,contentUpdateDate,rcn,order,role,ecContribution,netEcContribution,totalCost,endOfParticipation,active
101069529,SSH CENTRE,869529147,ELTE KOZGAZDASAG- ES REGIONALIS TUDOMANYI KUTATOKOZPONT,ELTE KRTK,false,REC,Budapest,HU,HU110,"47.4736696,19.0744233",,2026-04-15 15:27:43,1994266,11,participant,72631,72631,"72631,25",false,
101069644,LiCORNE,889616392,SQM SA,,false,PRC,Santiago,CL,CL,"-33.413794949999996,-70.5865420199983",,2025-10-20 17:38:03,1974462,14,associatedPartner,,0,0,false,
101046041,CoVICIS,997899432,WITS HEALTH CONSORTIUM (PTY) LTD,WHC,false,PRC,Johannesburg,ZA,ZA,"-26.205,28.049722",https://www.witshealth.co.za,2026-06-03 12:17:44,1935497,4,participant,250000,250000,250000,false,
101045989,VERDI,999554640,LES CENTRES GHESKIO,GHESKIO,false,REC,Port-Au-Prince,HT,HT,"18.547327,-72.3395928",,2026-06-03 12:18:09,2072096,12,participant,190000,190000,190000,false,
101056921,GreenFeedBack,998711419,THE UNIVERSITY OF MANITOBA,,false,HES,Manitoba,CA,CA,"55.001251,-97.001038",http://www.umanitoba.ca,2026-06-03 12:14:14,1906305,14,associatedPartner,,0,0,false,
101056921,GreenFeedBack,998297908,GRONLANDS NATURINSTITUT,,false,REC,Nuuk,GL,GL,"64.1905067,-51.6952546940986",,2026-06-03 12:14:14,1916692,13,participant,225125,225125,225125,false,
101057129,REACT,997899432,WITS HEALTH CONSORTIUM (PTY) LTD,WHC,false,PRC,Johannesburg,ZA,ZA,"-26.205,28.049722",https://www.witshealth.co.za,2026-06-03 12:09:28,1935497,10,participant,647625,647625,647625,false,
101057525,eCAP,889391546,OPERATING THEATRE PRACTITIONERS ASSOCIATION OF KENYA,,false,OTH,Nairobi,KE,KE,"-1.3031689499999999,36.826061224105075",,2026-05-08 10:00:03,1974802,6,participant,417500,417500,417500,false,
101057699,RadioVal,999633113,EIBIR GEMEINNUTZIGE GMBH ZUR FORDERUNG DER ERFORSCHUNG DER BIOMEDIZINISCHEN BILDGEBUNG,,false,REC,Wien,AT,AT130,"48.2132767,16.3693347",https://www.eibir.org,2026-06-03 16:43:52,1909591,16,participant,271875,271875,271875,false,
101059986,Net4SocietyHE,999536016,INDEPENDENT EXPERTS CONSULTING BOARD TO PROMOTE SCIENTIFIC RESEARCH ACTIVITY IN KAZAKHSTAN,InExCB-Kz,false,REC,ALMATY,KZ,KZ,"43.2363924,76.9457275",http://www.nip-kz.org,2026-06-15 15:11:04,1966909,18,participant,36062.5,36062.5,"36062,5",false,
101059986,Net4SocietyHE,892673638,PRESIDENCIA DE LA REPUBLICA,,false,PUB,MONTEVIDEO,UY,UY,"-34.9071401,-56.2004326",,2026-06-15 15:11:04,1974858,21,associatedPartner,,0,0,false,
101060393,BOLERO,922563412,FUNDACION NICAFRANCE,,false,REC,MANAGUA,NI,NI,"12.33160145,-86.40347843389236",,2026-06-03 12:20:32,3005980,8,participant,730176.25,730176.25,"730176,25",false,
101057665,PvSTATEM,986872084,Institut Pasteur de Madagascar,IPM,false,REC,Antananarivo,MG,MG,"-18.7920779,47.7823214",,2026-06-29 17:04:40,1947090,3,participant,2050509.91,2050509.91,"2050509,91",false,
101059483,BCOMING,974456472,INSTITUT PASTEUR DU CAMBODGE,IPC,false,REC,Phnom Penh,KH,KH,"11.5817572,104.9169853",http://www.pasteur-kh.org,2026-05-06 07:31:29,2013176,4,participant,545750,545750,545750,false,
101059786,VALUABLE,890066569,GLOBAL SUSTAINABLE TRANSFORMATION GST GmbH,GST,true,PRC,Dachau,DE;HU,DE217;HU312,"48.266346850000005,11.458483149999996",,2026-06-19 15:46:04,1975080,2,participant,1112859,1112859,"1589798,75",false,
101060703,BBC,906225605,ISLENSKI SJAVARKLASINN EHF,Iceland Ocean Cluster,true,PRC,Reykjavik,IS,IS001,"64.15451885,-21.94412785",,2026-03-10 10:12:39,1970713,7,participant,222500,222500,222500,false,
101062359,PPLMEC,998808710,NATIONAL TAIWAN UNIVERSITY,NTU,false,HES,Taipei,TW,TW,"25.0182673,121.535927",http://www.ntu.edu.tw,2022-08-03 19:19:08,1912550,3,associatedPartner,,0,0,false,
101060534,TRUSTyFOOD,998147558,NORTH-SOUTH CONSULTANTS EXCHANGE LLC,North South Consultants Exchange,false,PRC,CAIRO,EG,EG,"30.048819,31.243666",http://www.nsce-inter.com/,2026-05-11 08:16:30,1933857,9,participant,182500,182500,182500,false,
101066209,POSTURE,890009339,PONTIFICIO ISTITUTO BIBLICO,,false,HES,ROMA,VA,VA,"41.8990116997941,12.483457194016673",,2025-12-15 21:41:39,1975857,2,associatedPartner,,0,0,false,
101071300,Sustainable Horizons,923324474,ROYAL THIMPHU COLLEGE,ROYAL THIMPHU COLLEGE,false,HES,Thimphu,BT,BT,"27.6,89.666667",,2025-01-03 10:47:16,1984015,20,associatedPartner,,0,0,false,
101071300,Sustainable Horizons,887482392,UNIVERSIDADE DO NAMIBE,,false,HES,Mocamedes,AO,AO,"-15.195064,12.1458085",,2025-01-03 10:47:16,1984017,22,associatedPartner,,0,0,false,
101071300,Sustainable Horizons,932844539,UNIVERSITE DE GHARDAIA,,false,HES,Ghardaia,DZ,DZ,"28.0000272,2.9999825",,2025-01-03 10:47:16,1984012,17,associatedPartner,,0,0,false,
101071300,Sustainable Horizons,909454541,UNIVERSIDAD NACIONAL DE GUINEA ECUATORIAL,UNGE,false,HES,MALABO,GQ,GQ,"3.7397935,8.7201414",,2025-01-03 10:47:16,1984016,21,associatedPartner,,0,0,false,
101071300,Sustainable Horizons,969073360,UNIVERSIDAD ANDRES BELLO,UNAB,false,HES,Santiago,CL,CL,"-33.4377968,-70.6504451",,2025-01-03 10:47:16,1947408,10,associatedPartner,,0,0,false,
101071507,Avodes-Biotech,891900548,UAB AVODES,,true,PRC,Kaunas,LT,LT022,"54.89867524750409,23.908336064104496",,2022-09-04 03:39:17,1975322,1,coordinator,75000,75000,0,false,
101065205,HI-LANDeS,878399215,CENTRO DE APOYO A LA GESTI0N SUSTENTABLE DEL AGUA Y MEDIO AMBIENTE,AGUA SUSTENTABLE,false,REC,LA PAZ,BO,BO,"-15.0,-68.333333",,2026-06-03 12:31:19,1987739,3,associatedPartner,,0,0,false,
101057882,ADVANCE-VAC4PM,919115256,COUNCIL OF MALAWI UNIVERSITY OF SCIENCE AND TECHNOLOGY,MALAWI UNIVERSITY OF SCIENCE AND TECHNOLOGY,false,HES,Blantyre,MW,MW,"-15.80529335,35.03830456112543",,2026-06-03 12:30:02,1975724,7,participant,395203.11,395203.11,"395203,11",false,
101062810,MedCorP,962018453,Centre Scientifique de Monaco,CSM,false,REC,Monaco,MC,MC,"43.7356772,7.4154553",,2022-08-23 21:35:13,1976010,2,associatedPartner,,0,0,false,
101059523,REACT,889862966,MINISTRY OF AGRO INDUSTRY AND FOOD SECUTITY,,false,REC,Port Louis,MU,MU,"-20.1690044,57.515770381231235",,2026-06-03 16:44:17,1976161,2,participant,146625,146625,146625,false,
101060806,R3PACK,889521526,ARWIN,ARWIN,true,PRC,Paris,FR,FR101,"48.8749524,2.3473852",,2026-05-25 13:36:54,1976156,1,coordinator,864591.88,864591.88,"1235131,25",false,
101061051,RUSTIK,900981203,MULTICRITERI-MCRIT AIE,,true,PRC,Barcelona,ES,ES511,"41.370449300000004,2.1500219563810696",,2022-08-24 15:22:14,1968677,5,participant,580132.21,451882.7,"580132,21",false,
101058032,Plastics2Olefins,892302710,SCG CHEMICALS COMPANY LIMITED,,false,PRC,Bangkok,TH,TH,"13.8003912,100.6542417",,2026-06-03 12:30:08,1972527,11,participant,67500,67500,112500,false,
101061123,RETHINK-GSC,869529147,ELTE KOZGAZDASAG- ES REGIONALIS TUDOMANYI KUTATOKOZPONT,ELTE KRTK,false,REC,Budapest,HU,HU110,"47.4736696,19.0744233",,2026-03-10 16:03:30,1994266,3,participant,424400,424400,424400,false,
101061123,RETHINK-GSC,999588784,POLITECHNIKA GDANSKA,GDANSK UNIVERSITY OF TECHNOLOGY,false,HES,GDANSK,PL,PL633,"54.3482259,18.6542888",http://www.pg.gda.pl,2026-03-10 16:03:30,1909285,7,participant,95312.5,95312.5,"95312,5",false,
101071040,HyperProbe,999633113,EIBIR GEMEINNUTZIGE GMBH ZUR FORDERUNG DER ERFORSCHUNG DER BIOMEDIZINISCHEN BILDGEBUNG,,false,REC,Wien,AT,AT130,"48.2132767,16.3693347",https://www.eibir.org,2022-08-26 15:35:07,1909591,6,participant,321250,321250,321250,false,
101079398,NEPTUN,999588784,POLITECHNIKA GDANSKA,GDANSK UNIVERSITY OF TECHNOLOGY,false,HES,GDANSK,PL,PL633,"54.3482259,18.6542888",http://www.pg.gda.pl,2022-08-26 15:47:54,1909285,1,coordinator,831208,831208,831208,false,
101057843,HIGH Horizons,997899432,WITS HEALTH CONSORTIUM (PTY) LTD,WHC,false,PRC,Johannesburg,ZA,ZA,"-26.205,28.049722",https://www.witshealth.co.za,2026-06-03 12:23:04,1935497,2,participant,2500000,2500000,2500000,false,
101069500,AfroSAFE,999513027,TRANSPORTOKONOMISK INSTITUTT,TOI,false,REC,Oslo,NO,NO081,"59.942353499999996,10.716316407483461",http://www.toi.no,2025-09-01 22:57:02,1913433,2,participant,576221.25,576221.25,"576221,25",false,
101077026,SafeNav,929987501,LADAR LIMITED,,true,PRC,The Valley,AI,AI,"18.2145861,-63.0517758",,2025-12-17 10:00:59,2594021,11,associatedPartner,,0,0,false,
101075596,Every1,999696745,EWORX YPIRESIES ILEKTRONIKOU EPICHEIREIN ANONYMOS ETAIREIA,EWORX SA,true,PRC,CHALANDRI,EL,EL301,"38.9953683,21.9877132",,2026-02-09 17:12:57,2949155,2,participant,365937.5,365937.5,"365937,5",false,
101074048,TENACITy,999810623,Cyprus police,,false,PUB,Nicosia,CY,CY000,"35.1554534,33.3475976726927",http://www.police.gov.cy,2026-04-28 10:12:29,1906017,18,participant,127500,127500,127500,false,
101073982,MOBILISE,888587610,MDSC SYSTEMS OU,,false,PRC,Tallinn,EE,EE001,"59.41929145,24.769518441921107",,2026-04-16 10:06:29,1976568,8,participant,482195,482195,688850,false,
101073506,HOMeAGE,999513027,TRANSPORTOKONOMISK INSTITUTT,TOI,false,REC,Oslo,NO,NO081,"59.942353499999996,10.716316407483461",http://www.toi.no,2025-10-07 15:52:03,1913433,18,associatedPartner,,0,0,false,
101073025,Melomanes,999534658,MALSCH NEELINA,MALSCH TECHNOVALUATION,,PRC,,NL,,"52.0783642,5.1246027",,2026-04-15 16:08:30,1919673,16,associatedPartner,,0,0,false,
101072686,BiocatCodeExpander,998711419,THE UNIVERSITY OF MANITOBA,,false,HES,Manitoba,CA,CA,"55.001251,-97.001038",http://www.umanitoba.ca,2026-05-11 08:16:30,1906305,11,associatedPartner,,0,0,false,
101072637,QSI,940379596,University of Toyama,UT,false,OTH,Toyama,JP,JP,"36.6957569,137.2136215",,2026-06-03 12:28:06,3144772,10,associatedPartner,,0,0,false,
101046314,END-VOC,954910390,FUNDACAO MANHICA,FM,false,REC,VILA DA MANHICA MAPUTO,MZ,MZ,"-25.9458524,32.569211",,2026-01-06 13:17:46,1970787,18,participant,101063,101063,101063,false,
101061330,RECLAIM,940679035,LIECHTENSTEIN-INSTITUT,,true,REC,GAMPRIN-BENDERN,LI,LI000,"47.2202121,9.511885573528684",,2026-06-03 12:28:05,1954833,12,associatedPartner,,0,0,false,
101060693,GUARDEN,901548653,ENVECO ANONYMI ETAIRIA PROSTASIAS KAI DIAHIRISIS PERIVALLONTOS A.E.,ENVECO S.A. ENVIRONMENTAL PROTECTION  AND MANAGEMENT,true,PRC,MAROUSI,EL,EL301,"37.9810866,23.6375666",,2026-04-20 14:58:09,1977758,13,participant,164442.5,164442.5,"164442,5",false,
101052342,Biodiversa-plus,891842445,AGJENCIA KOMBETARE E ZONAVE TE MBROJTURA,NATIONAL AGENCY OF PROTECTED AREAS IN ALBANIA,false,REC,Tirana,AL,AL022,"41.3307123,19.819171",,2025-04-28 14:59:01,1977498,71,associatedPartner,,0,0,false,
101060415,SELINA,918059508,COOPERATIE WOLFS COMPANY UA,,true,PRC,Kralendijk,BQ,BQ,,,2025-05-27 10:57:11,1977049,45,participant,0,0,0,true,
101059863,ORCaSa,998296065,"FORUM FOR AGRICULTURAL RESEARCH IN AFRICA, GHANA",FARA,false,OTH,ACCRA,GH,GH,"5.6052829,-0.2023283",http://www.fara-africa.org,2026-05-06 07:31:29,2130273,7,participant,73000,73000,73000,false,
101058585,Circular TwAIn,950828727,GFT ITALIA SRL,GFT,false,PRC,MILANO,IT,ITC4C,"45.4667971,9.1904984",,2025-10-20 17:38:03,2385054,12,participant,282625,282625,403750,false,
101058580,RECONMATIC,889264670,China Association of Circular Economy,,false,REC,Beijing,CN,CN,"40.190632,116.412144",,2026-06-03 12:25:49,1977059,18,associatedPartner,,0,0,false,
101057114,EChiLiBRiST,954910390,FUNDACAO MANHICA,FM,false,REC,VILA DA MANHICA MAPUTO,MZ,MZ,"-25.9458524,32.569211",,2025-05-12 15:59:49,1970787,4,participant,1778025,1778025,1778025,false,
101070279,MobiSpaces,950828727,GFT ITALIA SRL,GFT,false,PRC,MILANO,IT,ITC4C,"45.4667971,9.1904984",,2026-06-19 15:56:07,2385054,1,coordinator,601750,601750,601750,false,
101076810,MODI,999513027,TRANSPORTOKONOMISK INSTITUTT,TOI,false,REC,Oslo,NO,NO081,"59.942353499999996,10.716316407483461",http://www.toi.no,2022-09-13 17:47:50,1913433,14,participant,1041865,1041865,1041865,false,
101073878,EU-CIP,950828727,GFT ITALIA SRL,GFT,false,PRC,MILANO,IT,ITC4C,"45.4667971,9.1904984",,2026-04-15 15:24:49,2385054,3,participant,38250,38250,38250,false,
101073486,EUSpecLab,940379596,University of Toyama,UT,false,OTH,Toyama,JP,JP,"36.6957569,137.2136215",,2026-04-10 16:45:09,3144772,17,associatedPartner,,0,0,false,
101073440,VORTEX,946002977,Mindanao State University -Iligan Institute of Tecnhology,MSU-IIT,false,PRC,Iiligan City,PH,PH,"14.6373926,120.9935049",,2026-06-22 12:34:03,1977898,12,associatedPartner,,0,0,false,
101073394,PRESILIENT,918467587,Facultad Latinoamericana de Ciencias Sociales,,false,OTH,Quito,EC,EC,"-0.1692388,-78.50431437255514",,2026-06-29 17:15:36,1977733,28,associatedPartner,,0,0,false,
101060876,RURALITIES,922659442,UNIVERSITE DE NOUAKCHOTT,,false,HES,NOUAKCHOTT OUEST,MR,MR,"18.105328,-15.979365",,2026-06-03 16:44:50,1977519,23,participant,36968.75,36968.75,"36968,75",false,
101060876,RURALITIES,903761708,CONFEDERATION PAYSANNE DU FASO,CONFEDERATION PAYSANNE DU FASO,false,PRC,Ouagadougou,BF,BF,"12.368148,-1.527085",,2026-06-03 16:44:50,1964182,44,participant,35187.5,35187.5,"35187,5",false,
101060876,RURALITIES,909827215,ALMANAR VOLUNTARY ORGANIZATION,ASSOCIATION OF ALMANAR NON-GOVERNMENTALORGANIZATION AMVO,false,OTH,Khartoum,SD,SD,"13.3817634,24.9420733",,2026-06-03 16:44:50,1977521,27,participant,36375,36375,36375,false,
101060876,RURALITIES,892961728,ALTERNATIVE COMMUNAUTAIRE POUR LE DEVELOPPEMENT DURABLE (ACDD),,false,OTH,BOUAKE,CI,CI,"7.6906058,-5.0298408",,2026-06-03 16:44:50,1977520,25,participant,35187.5,35187.5,"35187,5",false,
101073088,MAWI,888545027,Technology Innovation Institute - Sole Proprietorship LLC,Technology Innovation Institute - Sole Proprietorship LLC,false,PRC,Abu Dhabi,AE,AE,"24.4538352,54.3774014",,2026-06-03 12:19:16,1977648,12,associatedPartner,,0,0,false,
101060887,FoSTA-Health,919115256,COUNCIL OF MALAWI UNIVERSITY OF SCIENCE AND TECHNOLOGY,MALAWI UNIVERSITY OF SCIENCE AND TECHNOLOGY,false,HES,Blantyre,MW,MW,"-15.80529335,35.03830456112543",,2026-06-03 12:18:54,1975724,4,participant,181852.5,181852.5,"181852,5",false,
101057832,AfricaMaVal,915949564,NAMIBIA UNIVERSITY OF SCIENCE AND TECHNOLOGY,NAMIBIA UNIVERSITY OF SCIENCE AND TECHNOLOGY,false,HES,Windhoek,NA,NA,"-22.5651357,17.077726594457637",,2026-06-03 12:19:28,1949237,10,participant,112270,112270,112270,false,
101082131,InvestCEC,905336988,ENSPIRE SCIENCE LTD,,true,PRC,REHOVOT,IL,IL,"32.0523573,34.7626219",,2025-11-03 16:51:50,1977393,1,coordinator,250076.2,250076.2,"250076,2",false,
101073089,GreenDigiPharma,951793489,King Faisal University,,,PRC,,SA,,"25.6242618,42.3528328",,2026-05-21 18:36:27,1977643,15,associatedPartner,,0,0,false,
101046133,ISIDORe,954303946,UNIVERSITE DES SCIENCES DES TECHNIQUES ET DES TECHNOLOGIES DE BAMAKO,USTTB,false,HES,Bamako,ML,ML,"12.649319,-8.000337",,2025-05-27 17:56:10,1956528,146,participant,988,988,988,false,
101046133,ISIDORe,937358919,INSTITUT PASTEUR DE NOUVELLE-CALEDONIE,IPNC,false,REC,Noumea,NC,NC,"-22.2679189,166.4422997",,2025-05-27 17:56:10,2720230,137,participant,2518,2518,2518,false,
101046133,ISIDORe,955450486,BRAC UNIVERSITY,BRACU,false,HES,Dhaka,BD,BD,"23.781222550000003,90.4000643508787",,2025-05-27 17:56:10,1915535,64,participant,52903.75,52903.75,"52903,75",false,
101086293,CRISPit,969073360,UNIVERSIDAD ANDRES BELLO,UNAB,false,HES,Santiago,CL,CL,"-33.4377968,-70.6504451",,2026-06-03 16:46:12,1947408,13,associatedPartner,,0,0,false,
101081347,CarrerasLeaders,891819165,UNIVERSITY OF SHARJAH,,false,HES,Sharjah,AE,AE,"25.26519105,55.91143243267334",,2026-06-03 16:46:10,1984920,45,associatedPartner,,0,0,false,
101058873,POLICY ANSWERS,995591705,UNIVERZITET U BANJOJ LUCI,UNIVERSITY OF BANJA LUKA,false,HES,BANJA LUKA,BA,BA,"44.7719893,17.1898768",https://www.unibl.org,2025-05-13 16:36:50,2149128,8,participant,141562.5,141562.5,"141562,5",false,
101054477,MSCA-NET,892673638,PRESIDENCIA DE LA REPUBLICA,,false,PUB,MONTEVIDEO,UY,UY,"-34.9071401,-56.2004326",,2025-12-04 10:19:03,1974858,32,associatedPartner,,0,0,false,
101086381,ODDEA,975344216,UNIVERSITI TEKNOLOGI MARA (UiTM),UiTM,false,HES,SHAH ALAM SELANGOR,MY,MY,"3.0739429,101.5185278",https://www.utm.my,2026-06-03 16:46:10,1914284,7,associatedPartner,,0,0,false,
190176001,DMUT,893758001,HEALIUM MEDICAL LTD,,true,PRC,YOKNEAM,IL,IL,"32.65096719254719,35.09576268530257",,2022-09-30 15:48:49,1978149,1,coordinator,2500000,2500000,"11369502,5",false,
101086354,VALZEO,887268992,Instituto de Investigaciones de Granos,IIGranos,false,REC,Artemisa,CU,CU,"23.0355412,-82.4753974",,2026-06-03 16:46:12,1978336,9,associatedPartner,,0,0,false,
101086366,CropPrime,876764086,Centro de Estudios Fotosintéticos y Bioquímicos,CEFOBI (CONICET-UNR),false,REC,Rosario,AR,AR,"-32.938696765306126,-60.66332544285714",,2026-06-17 15:02:31,1991303,11,associatedPartner,,0,0,false,
101081883,P2GreeN,869529147,ELTE KOZGAZDASAG- ES REGIONALIS TUDOMANYI KUTATOKOZPONT,ELTE KRTK,false,REC,Budapest,HU,HU110,"47.4736696,19.0744233",,2026-03-31 08:47:55,1994266,20,participant,103625,103625,103625,false,
101081609,DIGI PLUS,921152741,LEITRIM COUNTY COUNCIL,LCC,false,PUB,Carrick On Shannon Leitrim,IE,IE041,"53.9934219,-8.064739506589225",,2026-01-23 07:56:15,1978330,15,associatedPartner,,0,0,false,
101086224,HESPRI,885547727,The Public Authority for Applied Education and Training,The Public Authority for Applied Education and Training,false,HES,Kuwait,KW,KW,"29.2733964,47.4979476",,2026-06-29 17:13:00,1978363,13,associatedPartner,,0,0,false,
101086224,HESPRI,969073360,UNIVERSIDAD ANDRES BELLO,UNAB,false,HES,Santiago,CL,CL,"-33.4377968,-70.6504451",,2026-06-29 17:13:00,1947408,14,associatedPartner,,0,0,false,
101086206,PLACES,999873673,UNIVERSITY OF CANTERBURY,,false,HES,CHRISTCHURCH,NZ,NZ,"-43.530955,172.6366455",https://www.canterbury.ac.nz,2025-05-14 11:13:59,2125705,10,associatedPartner,,0,0,false,
101086184,MX-MAP,998711419,THE UNIVERSITY OF MANITOBA,,false,HES,Manitoba,CA,CA,"55.001251,-97.001038",http://www.umanitoba.ca,2026-06-03 16:46:28,1906305,13,associatedPartner,,0,0,false,
101085855,MOCCA,951924924,OSCE ACADEMY IN BISHKEK,,false,REC,BISHKEK,KG,KG,"42.8767446,74.6069949",,2026-06-03 16:46:28,1958510,14,associatedPartner,,0,0,false,
101085855,MOCCA,936722502,TAJIK STATE UNIVERSITY OF COMMERCE,TSUC,false,HES,Dushanbe,TJ,TJ,"38.5762709,68.7863573",,2026-06-03 16:46:28,1978495,9,associatedPartner,,0,0,false,
101085855,MOCCA,897498612,ANTICORRUPTION BUSINESS COUNCIL OF THE KYRGYZ REPUBLIC,,false,PUB,BISHKEK,KG,KG,"42.8765615,74.6070079",,2026-06-03 16:46:28,1978498,15,associatedPartner,,0,0,false,
101081465,AUFRANDE,996467906,MACQUARIE UNIVERSITY,,false,HES,Sydney,AU,AU,"-33.8548157,151.2164539",,2025-12-22 15:23:57,2945459,4,associatedPartner,,0,0,false,
101083653,CANALLS,885468187,INSTITUT DES SCIENCES AGRONOMIQUES DU BURUNDI,ISABU,false,PUB,BUJUMBURA,BI,BI,"-3.3750602,29.3798772",,2026-06-03 16:46:47,1978640,11,participant,248750,248750,248750,false,
101083653,CANALLS,887804723,SOCIETE COOPERATIVE AVEC CONSEIL D ADMINISTRATION POUR LE MANIOC,SCOOPMAN COOP CA,false,PRC,Mbalmayo,CM,CM,"3.515197,11.503114",,2026-06-03 16:46:47,1978639,10,participant,102878,102878,102878,false,
101083653,CANALLS,889396590,CAMEROON FORUM FOR AGRICULTURAL ADVISORY SERVICES (CAMFAAS),CAMFAAS,false,OTH,Yaounde,CM,CM,"3.8770787,11.5447358",,2026-06-03 16:46:47,1985709,21,participant,162187.5,162187.5,"162187,5",false,
101083653,CANALLS,888242484,ASSOCIATION PAYSANNE POUR LE DEVELOPPEMENT INTEGRE AU SUD-KIVU,,true,OTH,CYANGUNGU RWANDA,CD,CD,"-1.953634,30.072687137005857",,2026-06-03 16:46:47,1978638,8,participant,155625,155625,155625,false,
101083653,CANALLS,887923257,ACTION GLOBALE POUR LE DEVELOPPEMENT DURABLE SERVICES,AGDD SERVICES,false,PRC,BUKAVU,CD,CD,"-2.5126548657975447,28.84747822891722",,2026-06-03 16:46:47,1985708,20,participant,123875,123875,123875,false,
101084647,NATAE,917175741,SEBHA UNIVERSITY,SEBHA UNIVERSITY,false,HES,SEBHA,LY,LY,"27.035081952536608,14.434368532760084",,2026-06-03 16:46:55,1978734,18,participant,4890,4890,4890,true,
101084647,NATAE,918380772,ASSOCIATION TENMIYA,CENTRE DES INNOVATIONS POUR LE DEVELLOPPEMENT,false,OTH,Nouakchott,MR,MR,"20.2540382,-9.2399263",,2026-06-03 16:46:55,1978735,20,participant,100250,100250,100250,false,
101082630,SPACE4GREEN,915203828,STRATEGIC OMNIA RESEARCH AND TECHNOLOGY DEVELOPMENT LTD,Omnia,true,PRC,LIMASSOL,CY,CY000,"34.6875917,33.06549395148737",,2024-07-28 13:46:00,1978666,7,participant,90125,90125,128750,false,
101043986,UNI PROB,999873673,UNIVERSITY OF CANTERBURY,,false,HES,CHRISTCHURCH,NZ,NZ,"-43.530955,172.6366455",https://www.canterbury.ac.nz,2023-04-05 13:25:47,2125705,2,participant,281542.61,281542.61,"351928,26",false,
101081964,BioMonitor4CAP,888064683,UNIVERSIDAD CIENTIFICA DEL SUR SAC,UNIVERSIDAD CIENTIFICA DEL SUR SAC,false,HES,LIMA,PE,PE,"-12.23351125,-76.95931861296538",,2026-06-03 16:46:57,1978689,18,participant,154200,154200,154200,false,
101083481,WE-ACT,999427570,INTERNATIONAL WATER MANAGEMENT INSTITUTE IWMI,INTERNATIONAL WATER MANAGEMENT INSTITUTE IWMI,false,REC,Colombo,LK,LK,"6.9349969,79.853845",http://www.iwmi.org,2026-06-22 12:34:05,1910853,4,participant,665067.5,665067.5,"665067,5",false,
101086359,UBIGIoT,999650282,UNIVERSITI PUTRA MALAYSIA,UPM,false,HES,Selangor Darul Ehsan,MY,MY,"2.3923759,112.8471939",,2026-06-03 16:47:02,2146163,8,associatedPartner,,0,0,false,
101083790,INCiTiS-FOOD,919053758,UNIVERSITE DES SCIENCES ET TECHNIQUE DE MASUKU,,false,HES,FRANCEVILLE,GA,GA,"-1.634363,13.589513",,2025-05-28 12:18:11,1978797,7,participant,150858,150858,156655,false,
101082057,TC4BE,913866683,UNIVERSITY OF KABIANGA,University of Kabianga,false,HES,KERICHO,KE,KE,"-0.4185946,35.2225327",,2026-06-03 16:47:07,1978830,6,participant,175371,175371,"175371,25",false,
101081273,NECCTON,998704241,BOLDING & BRUGGEMAN APS,BB,true,PRC,Asperup,DK,DK031,"55.502638,9.889181",http://www.bolding-burchard.com,2025-12-29 11:31:21,2115742,2,participant,428093,428093,"428093,75",false,
101083922,OceanICU,998704241,BOLDING & BRUGGEMAN APS,BB,true,PRC,Asperup,DK,DK031,"55.502638,9.889181",http://www.bolding-burchard.com,2026-05-04 10:11:46,2115742,3,participant,770750,770750,770750,false,
101086227,L4DNANO,998808710,NATIONAL TAIWAN UNIVERSITY,NTU,false,HES,Taipei,TW,TW,"25.0182673,121.535927",http://www.ntu.edu.tw,2026-04-28 10:12:29,1912550,16,associatedPartner,,0,0,false,
101084322,AfriFOOD-Links,975336456,FONDAZIONE ACRA ETS,ACRA,false,OTH,MILANO,IT,ITC4C,"45.4365712,9.1991368",,2025-05-28 13:26:12,1964187,14,participant,477875,453262.5,477875,false,
101084322,AfriFOOD-Links,887710148,AGENCE DU DEVELOPPEMENT ECONOMIQUE URBAIN,,false,PUB,Ouagadougou,BF,BF,"12.3704741,-1.5334099725592838",,2025-05-28 13:26:12,1978868,17,participant,180087.5,180087.5,"180087,5",false,
101086416,FIRE-ADAPT,914349549,Fundacion Amigos de la Naturaleza,FUNDACION AMIGOS DE LA NATURALEZA,false,OTH,Montero,BO,BO,"-17.333333,-61.5",,2026-06-03 16:47:22,1979020,16,associatedPartner,,0,0,false,
101086415,CARSI,907328495,ADA UNIVERSITETI,,false,HES,Baku,AZ,AZ,"40.3968833,49.8505354",,2026-06-03 16:47:22,1979015,15,associatedPartner,,0,0,false,
101086257,INOVEC,986872084,Institut Pasteur de Madagascar,IPM,false,REC,Antananarivo,MG,MG,"-18.7920779,47.7823214",,2026-06-03 16:47:29,1947090,27,associatedPartner,,0,0,false,
101086085,ASYMMETRY,929067553,INSTITUTE FOR RESEARCH IN FUNDAMENTAL SCIENCES (IPM),IPM,false,REC,TEHRAN,IR,IR,"35.7350208,51.5296458",,2026-06-29 17:13:03,1951862,14,associatedPartner,,0,0,false,
101087403,NAR-SAR-IPH,958780496,L.A .ORBELI INSTITUTE OF PHYSIOLOGYOF THE NATIONAL ACADEMY OF SCIENCESOF THE REPUBLIC OF ARMENIA STATE NON COMMERCIAL ORGANIZATION,IPH,false,HES,Yerevan,AM,AM,"40.1776121,44.5125849",,2022-11-12 14:29:19,1979047,1,coordinator,2415000,2415000,2415000,false,
